enemy1,5.184,55.5333254,6.969422,NULL
enemy1,10.848,54.1333256,6.969422,NULL
enemy1,19.44,52.7333258,6.969422,NULL
enemy1,28.656,51.7999926,6.969422,NULL
enemy1,36.624,51.7999926,6.969422,NULL
enemy1,41.808,53.666659,6.969422,NULL
enemy1,33.216,-5.1333326,6.969422,NULL
enemy1,33.696,-59.7248,6.969422,NULL
enemy1,56.688,55.999992,6.969422,NULL
enemy1,63.168,54.1333256,6.969422,NULL
enemy1,49.872,55.999992,6.969422,NULL
enemy1,60.528,-0.6999999,6.969422,NULL
enemy1,63.12,-59.0249,6.969422,NULL
enemy1,75.12,5.1333326,6.969422,NULL
enemy1,77.904,-63.6909,6.969422,NULL
enemy1,72.096,67.1999904,6.969422,NULL
enemy1,88.272,-0.4666666,6.969422,NULL
enemy1,94.128,65.5666573,6.969422,NULL
enemy1,92.064,-59.7248,6.969422,NULL
enemy1,100.752,24.9666631,6.969422,NULL
enemy1,97.776,9.0999987,6.969422,NULL
enemy1,98.88,16.5666643,6.969422,NULL
enemy1,102.0,31.0333289,6.969422,NULL
enemy1,104.832,49.9333262,6.969422,NULL
enemy1,102.096,38.2666612,6.969422,NULL
enemy1,103.488,41.2999941,6.969422,NULL
enemy1,105.84,59.9666581,6.969422,NULL
enemy1,106.704,66.2666572,6.969422,NULL
enemy1,107.904,-2.333,6.969422,NULL
enemy1,110.4,66.0333239,6.969422,NULL
enemy1,113.568,48.2999931,6.969422,NULL
enemy1,117.456,28.9333292,6.969422,NULL
enemy1,119.856,15.1666645,6.969422,NULL
enemy1,120.336,60.8999913,6.969422,NULL
enemy1,122.784,-17.7308,6.969422,NULL
enemy1,115.872,-33.1286,6.969422,NULL
enemy1,105.744,-38.0279,6.969422,NULL
enemy1,114.288,-15.6311,6.969422,NULL
enemy1,122.16,33.3666619,6.969422,NULL
enemy1,126.624,15.8666644,6.969422,NULL
enemy1,129.552,62.2999911,6.969422,NULL
enemy1,135.072,-38.7278,6.969422,NULL
enemy1,132.096,-53.1924,6.969422,NULL
enemy1,120.96,-49.2263,6.969422,NULL
enemy1,127.68,-38.2612,6.969422,NULL
enemy1,130.704,-20.0638,6.969422,NULL
enemy1,136.512,56.6999919,6.969422,NULL
enemy1,129.744,38.4999945,6.969422,NULL
enemy1,136.272,19.5999972,6.969422,NULL
enemy1,146.928,41.7666607,6.969422,NULL
enemy1,151.488,-24.2632,6.969422,NULL
enemy1,145.152,-43.1605,6.969422,NULL
enemy1,143.232,-8.3988,6.969422,NULL
enemy1,135.504,-23.0967,6.969422,NULL
enemy1,151.92,67.666657,6.969422,NULL
enemy1,141.36,23.33333,6.969422,NULL
enemy1,149.52,11.1999984,6.969422,NULL
